栏目,发布时间,标题,来源媒体,摘要,URL
证券要闻,2025/8/26 5:47,广州经营主体总量超400万户,人民日报,本报广州8月25日电（记者胡健、王云娜）广东省广州市经营主体近日突破400万户。今年前7月，广州新登记经营主体54.84万户，同比增长57.3%。近年来，广州打造产业友好型、企业友好型、企业家友好型营商环境。从推行商事登记全程电子化，到开办企业“一网通办、一窗通取”，再到智能服务全覆盖，政务服务持续向便利化、智能化跃升。,"http://finance.eastmoney.com/news/1353,202508263494031227.html"
证券要闻,2025/8/26 5:47,逛实体店挑生鲜、买潮玩、选儿童用品—— 把精彩装进购物袋（大数据观察·实体店里探消费）,人民日报,到超市“赶海”，鲜活水产品带来逛水族馆般的新鲜体验；去潮玩店“吃谷”，在追赶潮流中获得情绪价值，满足社交需求；在母婴店“淘货”，“所见即所得”的同时，享受专业、细致的服务……凭借产品升级、服务优化、场景创新，到店消费热度不减。逛实体店成为很多消费者，特别是年轻消费群体的选择。网络购物很便利，为何仍有不少消费者热衷打卡实体店？他们的购物袋里都有啥？近日，记者在多地进行了探访。,"http://finance.eastmoney.com/news/1353,202508263494032886.html"
证券要闻,2025/8/26 5:47,截至今年4月底，相关试点城市累计实施再开发170.47万亩 低效用地如何高效盘活（经济聚焦）,人民日报,2021年至2024年，全国单位GDP建设用地使用面积累计下降15.97%，提前一年完成“十四五”预期目标。这一数据的背后，是土地利用方式的根本性转变——从增量依赖到存量挖潜。截至今年4月底，低效用地再开发试点城市已累计认定低效用地320.18万亩，实施再开发170.47万亩。,"http://finance.eastmoney.com/news/1353,202508263494033393.html"
证券要闻,2025/8/26 5:47,宁夏聚力打造八大特色旅游业态,人民日报,本报银川8月25日电（记者徐元锋、焦思雨）记者从25日召开的宁夏回族自治区旅游发展大会上获悉：宁夏将聚力构建“一轴一廊一核三区”全域旅游发展格局，精耕细作稀缺性、独特性资源，发展八大特色旅游业态。预计到2027年，全区将接待国内外游客1亿人次。过去5年，宁夏旅游市场活力持续迸发，接待国内外游客人数、旅游花费年均增长24.08%和40.23%。,"http://finance.eastmoney.com/news/1353,202508263494033526.html"
证券要闻,2025/8/26 5:47,长三角首趟多式联运“一单制”粮食专列起运,人民日报,本报合肥8月25日电（记者罗阳奇）记者从中国铁路上海局集团有限公司获悉：8月20日，一列载有22个20英尺集装箱，装满大米等初加工食品的粮食专列从安徽阜阳谢桥货运站开出，驶向江苏启东吕四（港）站，这批货物随后将驳运至上海，通过安通物流快航班轮发往福建、广东、广西等地，标志着长三角首趟多式联运“一单制”粮食专列成功起运。,"http://finance.eastmoney.com/news/1353,202508263494034066.html"
证券要闻,2025/8/26 5:47,7月全国完成电力市场交易电量增长7.4%,人民日报,本报北京8月25日电（记者丁怡婷）记者从国家能源局获悉：7月，全国完成电力市场交易电量6246亿千瓦时，同比增长7.4%。其中，省内交易电量4614亿千瓦时，同比增长7.3%；跨省跨区交易电量1632亿千瓦时，同比增长7.9%。绿电交易电量256亿千瓦时，同比增长43.2%。,"http://finance.eastmoney.com/news/1353,202508263494033794.html"
证券要闻,2025/8/26 5:47,从多元需求中发现商机（编辑手记）,人民日报,互联网时代，购物变得容易。动动指尖，就能轻松购物、货比三家；在线下单，即可坐等送货上门。网络购物如此便捷，热门商圈仍然火爆，实体店为何还能吸引众多消费者？一只只购物袋里，藏着线上购物无法取代的精彩生活，也蕴含着前景无限的商机。捞一捞生猛海鲜，感受“赶海”的惬意；摇一摇潮玩盲盒，与同好分享“中奖”的欣喜；挑一挑母婴用品，面对面地获取导购建议……消费品类各异，消费逻辑相通。,"http://finance.eastmoney.com/news/1353,202508263494033952.html"
证券要闻,2025/8/26 5:46,100%绿电自给自足 “超阶零碳建筑”启用 每年可减少碳排放约2500吨,人民日报,8月24日，“超阶零碳建筑”——特来电总部基地，在山东省青岛市投入使用。该建筑位于崂山区，通过一体化光伏幕墙、梯次电池储能和新能源汽车充放电协同等技术，实现了100%绿电自给自足，每年可减少碳排放约2500吨。项目以“充电网、微电网、储能网”三网融合为核心，依托数字化智慧平台实现高效调控，用能成本节约大概30%。,"http://finance.eastmoney.com/news/1353,202508263494031166.html"
证券要闻,2025/8/26 5:46,新版《电动自行车安全技术规范》9月1日实施 “新国标”来了，旧标准车还能买吗,人民日报,新版强制性国家标准《电动自行车安全技术规范》（GB17761—2024）将于今年9月1日正式实施，新版标准修改完善近200个重要指标条目。,"http://finance.eastmoney.com/news/1353,202508263494034183.html"
证券要闻,2025/8/26 5:46,前7月国开行发放先进制造业和战略性新兴产业贷款增长51.3%,人民日报,本报北京8月25日电记者近日从国家开发银行获悉：前7月，国开行发放先进制造业和战略性新兴产业贷款3850亿元，同比增长51.3%，加力支持高质量发展。国开行产业与科创业务部负责人介绍，在相关部门指导下，国开行积极用好再贷款等支持政策，加大企业走访对接力度，“一企一策”定制金融服务方案，着力为国产大飞机、高端装备制造、新材料等重点产业链、重点项目提供中长期融资支持。,"http://finance.eastmoney.com/news/1353,202508263494034339.html"
证券要闻,2025/8/26 5:46,三部门出台举措 发挥金融力量推动林业高质量发展,人民日报,本报北京8月25日电（记者吴秋余）中国人民银行、金融监管总局、国家林草局近日联合印发《关于金融支持林业高质量发展的通知》，从深化集体林权制度改革金融服务、强化林业重要战略实施金融保障、加大林业产业高质量发展金融投入、建立金融支持生态产品价值实现机制、完善政策配套体系及保障机制等五个方面，提出15条具体措施。,"http://finance.eastmoney.com/news/1353,202508263494030864.html"
证券要闻,2025/8/26 5:46,最高法等十二部门联合印发意见—— 加强长江流域执法司法工作协同,人民日报,本报北京8月25日电（记者魏哲哲）最高人民法院、最高人民检察院、国家发展改革委等12部门近期对外发布《关于加强执法司法工作协同服务保障长江流域生态环境保护和高质量发展的意见》，吸收各地实践探索有益经验，着力解决和规范执法司法工作协同中的突出困难和问题，提升长江系统性保护成效。《意见》要求，加强沟通会商。,"http://finance.eastmoney.com/news/1353,202508263494030954.html"
证券要闻,2025/8/26 5:46,集中资源力量护航高校毕业生就业 从校园到职场 就业服务不断线（高校毕业生就业服务在行动）,人民日报,高校毕业生等青年就业关系民生福祉、经济发展和国家未来。今年我国高校毕业生规模再创历史新高，达1222万人。人力资源社会保障部门以实施高校毕业生等青年就业服务攻坚行动为抓手，重点做好集中亮出服务清单、集中开展精准服务、集中推送岗位信息、集中组织培训见习、集中开展困难帮扶等工作。2025年高校毕业生等青年就业服务攻坚行动从7月启动，将延续至12月。,"http://finance.eastmoney.com/news/1353,202508263494035374.html"
证券要闻,2025/8/26 5:45,中国科学院沈阳自动化研究所水下机器人研究室党总支—— 向海洋最深处进发（党旗在基层一线高高飘扬）,人民日报,8月12日，“海斗一号”潜水器搭乘科考船驶向南海，又一次开启面向科学应用的航行旅程。出发前，中国科学院沈阳自动化研究所水下机器人研究室（以下简称“水下机器人研究室”）党总支召开简短而庄重的动员会，宣布成立船上临时党小组。“从试验性应用到大范围应用，‘海斗一号’突破了多船兼容、自主作业等关键技术，普适性大幅提升。,"http://finance.eastmoney.com/news/1353,202508263494035092.html"
证券要闻,2025/8/26 5:43,在改善民生中激发消费活力,经济日报,一系列政策措施的落地实施，有效推动了消费市场扩容提质。7月份，社会消费品零售总额同比增长3.7%，其中商品零售额增长4%。前7个月，服务零售额同比增长5.2%，增势总体平稳。这是供需双向奔赴的结果，体现出居民消费能力和意愿稳定增强，也表明高品质供给可持续引领创造新的需求。努力完成全年经济社会发展目标任务，实现“十四五”圆满收官，民生是重要落脚点和关键发力点。,"http://finance.eastmoney.com/news/1353,202508263494030576.html"
证券要闻,2025/8/26 5:43,涉税服务须守住法律底线,经济日报,税务部门近期集中曝光了4起涉税中介机构及从业人员违法违规案件。这些不良中介，有的注册空壳公司虚构业务，有的冒用被代理公司身份，更有甚者和税务人员勾结“里应外合”。这些中介把专业能力当成了危害社会的暗箭，最终受到法律严惩，为整个行业敲响警钟。我国超1亿户涉税经营主体中，中小企业占绝大多数，基本都有涉税服务需求。,"http://finance.eastmoney.com/news/1353,202508263494030119.html"
证券要闻,2025/8/26 5:42,关通全球 物达八方 “十四五”期间海关年均监管进出口货物体量全球最大,经济日报,年均监管进出口货物52亿吨、货值41.5万亿元，体量全球最大；新增和扩大开放口岸40个、总数达311个；“一网通办”事项达25大类964项，基本覆盖跨境贸易全链条全环节……在国务院新闻办25日举行的“高质量完成‘十四五’规划”系列主题新闻发布会上，一系列海关高质量发展数据亮眼。,"http://finance.eastmoney.com/news/1353,202508263494035675.html"
证券要闻,2025/8/26 5:42,畜牧业提质增效步伐加快,经济日报,眼下，畜牧业处于发展关键期。如何看待当前畜牧业形势？肉牛奶牛产业情况怎样？未来畜牧业发展应从哪些方面发力？在日前举办的中国林牧渔业经济学会2025年年会上，专家学者为产业发展出谋划策。畜产品总量供应充足据国家统计局数据，今年上半年全国猪牛羊禽肉产量4843万吨，同比增长2.8%；牛奶产量1864万吨，同比增长0.5%。,"http://finance.eastmoney.com/news/1353,202508263494035533.html"
证券要闻,2025/8/26 5:42,产业转型发展势头正旺,经济日报,在沙漠中构建起“光伏长城”，草原的“风光无限”点亮万家灯火……地处祖国北疆的内蒙古自治区，是我国重要的能源基地。近年来，内蒙古加快改造提升传统产业，培育壮大新兴产业，产业转型发展动能澎湃。走进位于呼和浩特市的伊利现代智慧健康谷，全自动、智慧化生产加工场景让人眼前一亮。,"http://finance.eastmoney.com/news/1353,202508263494029369.html"
证券要闻,2025/8/26 5:42,国际能源署报告显示—— 供过于求加剧国际石油市场失衡,经济日报,国际能源署日前发布的8月份国际石油市场报告预计，2025年全球石油需求增速为68万桶/日，较上月估值下调2万桶/日，2026年需求增速为70万桶/日。国际能源署将2025年全球石油供应增长预期上调了37万桶/日，预计今年增幅为250万桶/日，2026年预期上调了62万桶/日，至190万桶/日。今明两年供应增长远超需求，预计国际石油市场供求失衡将进一步加剧。,"http://finance.eastmoney.com/news/1353,202508263494035954.html"
证券要闻,2025/8/26 5:42,为互联网创新筑深护城河,经济日报,工业和信息化部最新数据显示，上半年我国规模以上互联网企业业务收入同比增长3.1%，增速较前5个月提升2.2个百分点。这一上扬曲线，是5G新通话、直播短视频、云游戏等新兴业务蓬勃发展的结果，也是大模型应用与人工智能终端协同演进所激发的深层活力。数字消费需求持续释放，移动流量连续6个月两位数增长。我国互联网行业正以创新为桨，在实体经济的大潮中破浪前行。,"http://finance.eastmoney.com/news/1353,202508263494036869.html"
证券要闻,2025/8/26 5:42,全球资本市场迎来调整窗口,经济日报,在与美国政府多轮博弈之后，美联储上周终于松口，暗示可能降息。这一转变不仅是美国应对经济下行风险的策略调整，也意味着全球资本市场即将迎来重要的调整窗口。8月22日，美联储主席鲍威尔在杰克逊霍尔年度经济研讨会的讲话中暗示，尽管当前存在通胀上行风险，但美联储仍可能在未来数月降息。,"http://finance.eastmoney.com/news/1353,202508263494036693.html"
证券要闻,2025/8/26 5:42,他们为何跑上农业机器人赛道,经济日报,农业机器人是农机装备的高级形态，走进普通农户需要相当长时间。智慧农业不是人与机器的博弈，而是彼此之间的赋能。传统农机把农民从“体力劳动者”变为“机器操作手”，智慧农业机器人将把农民升级为“机器人管理者”“数据决策师”。,"http://finance.eastmoney.com/news/1353,202508263494036337.html"
证券要闻,2025/8/26 5:42,“比价值”是外卖行业出路,经济日报,近日，京东集团CEO公开表示，7月以来的外卖市场存在泡沫，“恶性补贴”既没有模式创新，也不产生增量价值，还对商家产生了非常大的困扰，对行业来说也是一个扰乱价格体系的动作。近段时间，一些平台企业推出0元券、0.1元秒杀或是大额补贴计划，表面看，“外卖大战”让消费者享受了实惠。但这种低价竞争已偏离商业正途，本质上是通过掠夺性定价挤压对手生存空间，形成了“内卷式”恶性竞争。,"http://finance.eastmoney.com/news/1353,202508263494029816.html"
证券要闻,2025/8/26 5:42,如何用硬功夫做优软环境 ——海南探索打造“全国一流水平营商环境”调查,经济日报,海南自贸港迎来全岛封关运作倒计时，标志着海南自贸港建设步入新阶段。近年来，随着海南与国际上的联系更紧密更便捷，各类经营主体对一流营商环境的期望越来越高。如今，海南依法打造“全国一流水平营商环境”的探索已进入关键之年，法治化营商环境正成为海南自贸港建设的坚实底座。265个项目签约，总签约额近2336亿元。这是来自2025年海南自由贸易港全球产业招商大会的数据。,"http://finance.eastmoney.com/news/1353,202508263494036193.html"
证券要闻,2025/8/26 5:42,搭好小微企业的融资桥梁,经济日报,小微企业量大面广，是经济发展的活力、潜力和韧性所在，对稳定就业、改善民生、促进经济增长发挥着重要支撑作用。国家金融监督管理总局等8部门印发实施《支持小微企业融资的若干措施》，要求发挥监管、货币、财税、产业等各项政策合力，拿出更加切实有效的工作举措，加快破解小微企业融资难题。一套政策“组合拳”正在推进解决小微企业融资难这个顽疾。,"http://finance.eastmoney.com/news/1353,202508263494036077.html"
证券要闻,2025/8/26 5:42,完善机制建设全国统一碳市场,经济日报,全国碳排放权交易市场上线4年来成效显著。截至2025年7月31日，全国碳市场碳排放配额累计成交量6.81亿吨，累计成交额467.84亿元，已成为全球碳市场体系重要组成部分。去年年底召开的中央经济工作会议明确提出，建立一批零碳园区，推动全国碳市场建设，建立产品碳足迹管理体系、碳标识认证制度，凸显了碳市场在“双碳”目标进程中控制温室气体排放、促进绿色转型的关键作用。,"http://finance.eastmoney.com/news/1353,202508263494037036.html"
证券要闻,2025/8/26 5:42,特色保税仓储集群显身手,经济日报,江苏省昆山市是全国首批进口贸易促进创新示范区之一。在推动进口规模稳步扩大、结构不断优化的进程中，昆山保税仓库的仓储能力与管理水平持续增强，境外直接进口额连年攀升。今年上半年，昆山保税仓库境外直接进口入库金额超22亿元，同比增长21%。,"http://finance.eastmoney.com/news/1353,202508263494037574.html"
证券要闻,2025/8/26 5:42,别让不合规充电宝再次流入市场,经济日报,近期，民航局充电宝新规全面实施：没有3C标识、3C标识不清晰、被召回型号或批次的充电宝，禁止携带乘坐境内航班。很多旅客在登机前将不符合标准的充电宝弃置在机场，那么这些充电宝最终去哪了？有媒体报道称，在闲鱼、转转、拼多多等平台上搜索“二手充电宝”，发现一些帖子中明确写着“充电宝来自机场查收”。当前，回收渠道建设投入不足，增加了废弃充电宝再次流入市场的风险。,"http://finance.eastmoney.com/news/1353,202508263494037463.html"
证券要闻,2025/8/26 5:42,保险业护航银发经济发展,经济日报,最近，保险公司在银发经济领域动作不断。7月中旬，华泰人寿正式推出“保险+”全生命周期守护体系。7月底，泰康之家在全国运营的第26家社区——泰康之家·津园开业。8月15日，中国人寿集团旗下国寿健投公司所属康养旅居项目——国寿嘉园·北戴河逸境启用。,"http://finance.eastmoney.com/news/1353,202508263494029960.html"
证券要闻,2025/8/26 5:41,纵深推进全国统一大市场建设,经济日报,建设全国统一大市场是现代市场经济国家的重要特征，是大国参与全球分工与国际竞争的核心优势，也是我国实现长期和全局目标的重要基础。习近平总书记指出：“要深化要素市场化改革，建设高标准市场体系，加快构建全国统一大市场。,"http://finance.eastmoney.com/news/1353,202508263494037358.html"
证券要闻,2025/8/26 5:41,整体工艺国产化率达100%—— 我国规模最大石化产业基地建成,经济日报,8月22日，中国海油宣布，公司旗下所属中海石油大榭石化炼化一体化项目（以下简称“大榭石化”）在浙江宁波全面建成。这标志着我国规模最大的世界级石化产业基地（浙江宁波）建造完成，对推动国家重质油高效转化、提升高端化工材料自主可控能力有重要意义。,"http://finance.eastmoney.com/news/1353,202508263494029491.html"
证券要闻,2025/8/26 5:41,金融服务助力特色农业产业集群,经济日报,全面建设社会主义现代化国家，最艰巨最繁重的任务仍然在农村。今年中央一号文件提出，“打造特色农业产业集群，提升农业产业化水平”。特色农业产业集群发展离不开金融活水的精准滴灌，需要充分发挥金融等要素作用，打通金融服务特色农业产业集群的堵点难点，为推进乡村全面振兴提供坚实保障。,"http://finance.eastmoney.com/news/1353,202508263494037746.html"
证券要闻,2025/8/26 5:41,筑牢人工智能发展安全防线,经济日报,党的二十届三中全会通过的《中共中央关于进一步全面深化改革、推进中国式现代化的决定》指出，“加强网络安全体制建设，建立人工智能安全监管制度”。当前，新一轮科技革命和产业变革蓬勃发展，人工智能、生物技术、新能源等前沿技术方兴未艾。其中，以DeepSeek、ChatGPT等为代表的生成式人工智能热潮席卷全球，成为现象级话题。,"http://finance.eastmoney.com/news/1353,202508263494037283.html"
证券要闻,2025/8/26 5:41,胶版印刷纸期货和期权将上市,经济日报,近日，中国证监会同意上海期货交易所胶版印刷纸期货和期权以及燃料油、石油沥青、纸浆期权注册。上海期货交易所即将上市的胶版印刷纸期货和期权，将是全球首个文化用纸金融衍生品。造纸工业是与国民经济发展和人民生活息息相关的重要基础原材料产业。从应用领域来看，纸可以分为文化用纸、包装用纸、生活用纸、特种纸等。,"http://finance.eastmoney.com/news/1353,202508263494037129.html"
证券要闻,2025/8/26 5:41,人形机器人“撞”出保险新场景,经济日报,机器人也会“撞人逃逸”？在不久前落幕的全球首届人形机器人运动会上，出现了一幕火到国外的“名场面”：在田径1500米决赛中，宇树H1机器人意外撞倒操作员后又扬长而去。尽管因此遭到罚时，但该“肇事”机器人最终还是拿下了冠军。对此，网友们既觉得新鲜有趣，也不禁关心其中潜藏的机器人风险保障问题。其实，在备受瞩目的赛场背后，保险服务覆盖了从场馆建设到赛事运营的全流程。,"http://finance.eastmoney.com/news/1353,202508263494029617.html"
证券要闻,2025/8/26 5:41,一诺千金换企业“一见倾心”,经济日报,“小切口”立法占比超七成；实施“一个系统管检查”“清单之外无检查”；推广“区块链技术+公证+智能执法”监管新模式……海南厚植法治沃土，推出一系列“硬措施”，助力优化营商“软环境”，集群化效应逐步显现，确保自由贸易港建设在法治轨道上运行，让高质量发展更坚实更牢固。海南的实践是改革与法治关系的生动写照。关于改革与法治，常被比作鸟之两翼、车之两轮。,"http://finance.eastmoney.com/news/1353,202508263494038186.html"
证券要闻,2025/8/26 5:41,用法律维护民企合法权益,经济日报,利好民营经济的政策不断推出。最近，最高人民法院发布《关于贯彻落实〈中华人民共和国民营经济促进法〉的指导意见》，推动完善促进民营经济发展的司法政策措施。这份司法文件从依法平等对待、引导守法规范经营、严格公正司法等方面提出25条具体举措，以权益保障释放发展动能，为民营企业“撑腰”。民营企业具有敏锐的市场嗅觉，不仅关注法律如何规定，更看重法律规定如何执行。,"http://finance.eastmoney.com/news/1353,202508263494037933.html"
证券要闻,2025/8/26 5:07,纳斯达克中国金龙指数收涨0.11%,每日经济新闻,每经AI快讯，8月26日，热门中概股多数上涨，纳斯达克中国金龙指数收涨0.11%。斗鱼、搜狐涨逾3%，网易、高途涨近3%，百度涨逾2%，阿里巴巴涨超1%。光伏太阳能概念股走强，大全新能源涨逾4%，阿特斯太阳能涨近3%，晶科能源涨逾1%。,"http://finance.eastmoney.com/news/1353,202508263494026763.html"
证券要闻,2025/8/26 4:11,从“敢闯敢试”到“追求卓越”——企业家眼中的深圳精神,上海证券报,2025年8月26日，深圳经济特区迎来建立45周年。45年来，深圳以“敢闯敢试、开放包容、务实尚法、追求卓越、开拓创新”的特区精神，在一张白纸上画出最美最好的画卷。作为一个城市最具活力的微观主体，580多家境内外上市公司担当“火车头”，带动相关产业集聚发展，有力地助推了深圳的发展。,"http://finance.eastmoney.com/news/1353,202508263494024383.html"
证券要闻,2025/8/26 4:11,与特区共成长——“深圳奇迹”背后的资本力量,上海证券报,2025年8月26日，深圳经济特区迎来建立45周年。作为中国改革开放的“窗口”和“试验田”，深圳在45年的发展历程中，不仅哺育了高质量的上市公司群体，也培育了市场化、有竞争力的中介机构“深圳军团”。,"http://finance.eastmoney.com/news/1353,202508263494024160.html"
证券要闻,2025/8/26 4:11,上海优化调整楼市限购政策 外环外符合条件不限套数 成年单身买房视同家庭 公积金可作首付,上海证券报,8月25日，上海市住房城乡建设管理委、市房屋管理局等六部门联合印发《关于优化调整本市房地产政策措施的通知》（以下简称《通知》），明确进一步调减住房限购政策，符合条件居民家庭在外环外购房不限套数，成年单身人士按照居民家庭执行住房限购政策。《通知》自2025年8月26日起施行。,"http://finance.eastmoney.com/news/1353,202508263494024773.html"
证券要闻,2025/8/26 4:10,海关总署：“十四五”期间海关年均监管进出口货物体量全球最大,上海证券报,海关年均监管进出口货物体量全球最大，新增和扩大开放口岸40个，已成为全球157个国家和地区前三大贸易伙伴……在8月25日国务院新闻办举行的“高质量完成‘十四五’规划”系列主题新闻发布会上，海关总署署长孙梅君表示，“十四五”以来，海关现代化建设取得了长足进步，为高质量发展、高水平开放提供了有力支撑。,"http://finance.eastmoney.com/news/1353,202508263494025193.html"
证券要闻,2025/8/26 4:10,中办、国办发文：扩大全国碳排放权交易市场覆盖范围 支持金融机构规范开展碳质押融资业务,上海证券报,中共中央办公厅、国务院办公厅8月25日对外公布的《关于推进绿色低碳转型加强全国碳市场建设的意见》提出，到2027年，全国碳排放权交易市场基本覆盖工业领域主要排放行业，全国温室气体自愿减排交易市场实现重点领域全覆盖。,"http://finance.eastmoney.com/news/1353,202508263494025210.html"
证券要闻,2025/8/26 4:10,当下时点 公募怎么看？,上海证券报,对于近期A股市场稳步走强，公募机构认为主要受以下因素催化：一是国内政策稳增长导向明确，经济基本面预期有望改善；二是叠加海外流动性宽松；三是近期对外贸易数据超市场预期；四是科创板块上行带动市场情绪，国产芯片领域近期技术进展顺利对于A股市场来说，今年的夏秋时节格外美好。理解当下，洞察未来。,"http://finance.eastmoney.com/news/1353,202508263494025420.html"
证券要闻,2025/8/26 4:10,三部门印发《关于金融支持林业高质量发展的通知》 综合运用信贷、股权、债券等融资方式，促进林业一二三产业融合发展,上海证券报,近日，中国人民银行、金融监管总局、国家林草局联合印发《关于金融支持林业高质量发展的通知》（以下简称《通知》），以落实《深化集体林权制度改革方案》部署，牢固树立和践行绿水青山就是金山银山理念，发挥金融力量推动林业高质量发展。,"http://finance.eastmoney.com/news/1353,202508263494025019.html"
证券要闻,2025/8/26 4:10,从“看股做债”到定价回归 债市投资逻辑切换,上海证券报,近期债券市场显著承压，对此，华西证券首席经济学家刘郁表示：一方面，债市收益率大幅上行带来资本利得亏损；另一方面，传统的债市投资逻辑失效。理论上而言，当前债市定价的三要素——资金面、基本面和政策面均支持利率下行，但市场进入了由风险偏好单变量决断的定价状态，使得“看股做债”走向极致。展望后市，机构认为，最悲观的阶段或已经过去，债市有望回归自身的定价逻辑。,"http://finance.eastmoney.com/news/1353,202508263494024991.html"
证券要闻,2025/8/26 4:10,私募净值震荡上涨，该贪婪还是该恐惧？,上海证券报,中基协公开信息显示，截至8月25日，8月以来新备案私募证券投资基金数量为996只，与7月同期相差不多，明显高于6月同期的894只和5月同期的616只私募排排网统计数据显示，截至8月25日，百亿级私募数量超90家，其中有10余家为今年以来的“新面孔”。与此同时，8月以来私募证券投资基金新备案数量近1000只，部分头部量化私募单一渠道新发规模超40亿元。,"http://finance.eastmoney.com/news/1353,202508263494024864.html"
证券要闻,2025/8/26 4:10,多重因素驱动人民币走强 “双向波动”仍是主基调,上海证券报,人民币对美元汇率日K线图◎记者黄冰玉陈佳怡自上周五美联储主席鲍威尔向全球市场“放鸽”之后，8月25日，在岸人民币对美元汇率强势上涨，开盘连续升破多个关口，收盘报7.1517，较前一交易日收盘价上涨288个基点。分析人士认为，人民币走强受美元指数回落、中间价大幅调升及资本市场情绪回暖等多重因素推动。,"http://finance.eastmoney.com/news/1353,202508263494025550.html"
证券要闻,2025/8/26 4:10,险资二季度动向曝光：掘金化工、机械、电气设备等行业,上海证券报,随着上市公司2025年半年报逐渐披露，保险资金投资动向也浮出水面。上海证券报记者近日统计发现，以8月24日前披露2025年半年报的1600多家上市公司计算，2025年第二季度，保险资金新进入120多家上市公司前十大流通股股东名单；同时，有260多家上市公司前十大流通股股东中的险资股东进行了增持。,"http://finance.eastmoney.com/news/1353,202508263494024455.html"
证券要闻,2025/8/26 4:10,绩优基金频频“二次首发” 公募募资提速更提质,上海证券报,业内人士表示，相较于同质化程度较高的新基金发行，对优秀存量基金产品进行“二次首发”，既能缩短资金入市周期、提升募资效率，又能通过有业绩验证的产品吸引更多理性资金，实现公募募资市场的提速与提质随着A股行情好转，公募募资市场也迎来了新变化。近期，华夏基金、西部利得基金、圆信永丰基金等公司，纷纷携手招商银行、工商银行等核心银行渠道，对旗下绩优基金集中开展“二次首发”。,"http://finance.eastmoney.com/news/1353,202508263494025662.html"
证券要闻,2025/8/26 4:09,“反内卷”有望推动锂矿行业供需关系改善,上海证券报,电池级碳酸锂价格走势图（单位：元/吨）在锂价回暖之际，锂矿企业也迎来2025年“中考”成绩放榜。总体来看，由于上半年碳酸锂吨价一度跌至6万元下方，锂矿企业半年报财务数据并不出彩，部分企业尚未摆脱亏损。“锂矿企业的业绩表现主要还是与锂价挂钩。从上半年锂价走势来看，行业公司的整体表现也在预期之内。,"http://finance.eastmoney.com/news/1354,202508263494024270.html"
证券要闻,2025/8/26 4:09,从“震慑”到“清退” 今年以来23家公司完成退市,上海证券报,A股退市生态正在发生深刻变化。Wind数据显示，今年以来，已有23家A股公司完成退市。仅7月以来，退市公司就达9家。从退市类型看，与去年同期相比，面值退市案例有所减少，而重大违法类强制退市与主动退市显著增加。值得注意的是，监管部门对重大违法退市的处理效率明显提升，部分公司在退市后还面临刑事追责，“零容忍”监管态势持续强化。,"http://finance.eastmoney.com/news/1354,202508263494025716.html"
证券要闻,2025/8/26 4:09,近1700家A股公司半年报交卷 多个行业二季度业绩环比增长,上海证券报,在科技突破、产品涨价及行业景气度上行等多重因素驱动下，A股上市公司的半年度经营“答卷”有不少亮眼之处。据上海证券报记者统计，截至8月25日午间，A股已有1688家公司披露2025年半年报，上半年合计营业收入9.5万亿元，同比微降0.1%；合计归母净利润6151.98亿元，同比增长3.98%。其中，1360家上市公司实现盈利，占比超八成。此外，多个行业二季度业绩环比增长。,"http://finance.eastmoney.com/news/1354,202508263494024030.html"
证券要闻,2025/8/26 4:09,多品种、多国家、多阶段 洛阳钼业新管理层披露并购策略,上海证券报,“未来，公司将通过‘多品种、多国家、多阶段’的并购策略，打造以铜和黄金为‘两极’，钼、钨等小金属品种多元化的资源布局。”洛阳钼业董事长兼首席投资官刘建锋说。8月25日下午，洛阳钼业举行2025年半年度业绩说明会。这是今年4月公司核心高管大调整后，新管理层首度公开面向投资者。在现场，公司高管就并购思路、主要矿品市场情况、降本增效等市场关切的话题进行了回应。,"http://finance.eastmoney.com/news/1354,202508263494023662.html"
证券要闻,2025/8/26 3:51,今日数据精选：占美国GDP近三分之一的州或衰退；安徽悄然成为汽车生产冠军,上观新闻,【宏观经济及政策】时隔217个交易日，A股成交额历史第二次破3万亿8月25日，沪深京三市成交额突破3万亿元，为去年10月8日以来首次突破3万亿元，也是A股历史第二次突破3万亿元。今日较上个交易日放量超6000亿元。（证券时报）我国卫星互联网牌照发放倒计时，追赶马斯克星链7月下旬以来，我国卫星互联网建设明显提速。,"http://finance.eastmoney.com/news/1353,202508263494023195.html"
证券要闻,2025/8/26 3:13,中办、国办重磅文件对外公布,央视财经,8月25日，中共中央办公厅、国务院办公厅《关于推进绿色低碳转型加强全国碳市场建设的意见》对外公布。这份意见明确，碳市场是利用市场机制积极应对气候变化、加快经济社会发展全面绿色转型的重要政策工具。目前，我国已建立重点排放单位履行强制减排责任的全国碳排放权交易市场和激励社会自主减排的全国温室气体自愿减排交易市场。,"http://finance.eastmoney.com/news/1353,202508263494022519.html"
证券要闻,2025/8/26 2:07,金融AI应锚定“安全框架”稳健推进,证券时报,人工智能（AI）浪潮席卷金融业，带来了一场前所未有的效率革命与焦虑并存的时代图景。在技术光环与落地困境之间，在颠覆性潜力与审慎天性之间，商业银行正演绎着一场关于创新与信任的深刻博弈。博弈的核心，已不再是单纯的技术竞赛，而是一场关于如何将“巨大潜能”转化为“可信生产力”的系统性工程。纵观全局，金融业拥抱AI呈现出显著的“冰火两重天”特征。,"http://finance.eastmoney.com/news/1353,202508263494015758.html"
