栏目,发布时间,标题,来源媒体,摘要,URL,情感,置信度
证券要闻,2025-08-28 06:00:54,东方财富财经早餐 8月28日周四,东方财富Choice数据,【东方财富财经早餐 8月28日周四】1、英伟达2026财年Q2营收467亿美元，公司批准额外600亿美元股票回购。2、工信部：推动手机等终端设备直连卫星加快推广应用。3、上海市发布关于加快推进城中村改造工作的实施意见。,"http://finance.eastmoney.com/news/1350,202508283497004795.html",positive (stars 4 and 5),0.8421252965927124
证券要闻,2025-08-28 08:10:40,华泰证券：农业“反内卷”初见成效 建议关注农牧龙头,界面新闻,华泰证券研报称，7月全国能繁母猪存栏环比转负、全国生猪出栏体重中枢持续下移，“反内卷”政策引导的生猪产能去化初见成效，华泰证券预计年内猪价或平稳运行、低成本公司仍有望实现较好盈利，中期猪价或值得观望；近期白鸡价格有所回暖，期待行业长期亏损可能带动的产能去化持续。,"http://finance.eastmoney.com/news/1353,202508283498509884.html",positive (stars 4 and 5),0.7925447225570679
证券要闻,2025-08-28 08:10:39,华泰证券：看好AI+AR眼镜产业链,界面新闻,华泰证券研报指出，今年MetaConnect大会将于9月17日—18日拉开帷幕。据MetaCTO透露，会上Meta有望发布带显示智能眼镜Celeste、第三代RayBan-Meta眼镜以及运动款Oakley眼镜，并可能展示全新的“元宇宙软件”，从硬件、交互、软件层面重新定义AI眼镜。,"http://finance.eastmoney.com/news/1353,202508283497198626.html",positive (stars 4 and 5),0.9430543780326843
证券要闻,2025-08-28 08:08:38,低轨卫星通信应用将开展商用试验 卫星互联网有望站上风口,财联社,【低轨卫星通信应用将开展商用试验 卫星互联网有望站上风口】工业和信息化部近日印发《关于优化业务准入促进卫星通信产业发展的指导意见》。意见提出，加快卫星互联网系统建设和应用服务，推动卫星互联网实现高质量发展，针对低轨卫星通信应用适时开展商用试验。,"http://finance.eastmoney.com/news/1353,202508283497198194.html",positive (stars 4 and 5),0.5905267000198364
证券要闻,2025-08-28 08:08:37,小米入股机器人核心部件研发商 机构看好产业链加速放量,财联社,【小米入股机器人核心部件研发商 机构看好产业链加速放量】近日，国华智能发生工商变更，新增北京小米智造股权投资基金合伙企业（有限合伙）为股东，同时，注册资本由约935.22万人民币增至约1047.45万人民币。公开信息显示，国华智能成立于2021年2月，是一家专注于智能制造产业上游机器人核心零部件研发与智能制造产业下游系统集成为一体的高科技企业。,"http://finance.eastmoney.com/news/1353,202508283497198075.html",positive (stars 4 and 5),0.7293280959129333
证券要闻,2025-08-28 08:04:05,华泰证券：头部企业重磅新品发布在即，看好AI+AR眼镜产业链,每日经济新闻,每经AI快讯，华泰证券指出，今年MetaConnect大会将于9月17日-18日拉开帷幕。据MetaCTO透露，会上Meta有望发布带显示智能眼镜Celeste、第三代RayBan-Meta眼镜以及运动款Oakley眼镜，并可能展示全新的“元宇宙软件”，从硬件、交互、软件层面重新定义AI眼镜。,"http://finance.eastmoney.com/news/1353,202508283497196865.html",positive (stars 4 and 5),0.8977043032646179
证券要闻,2025-08-28 08:04:05,中信建投：汽车板块不缺结构性行情 需重视半年报预期上修及估值修复行情,界面新闻,中信建投研报称，汽车行业开始进入半年报业绩密集披露期，前期预期相对低位的绩优汽零迎来估值上修行情，乘用车销量及盈利改善预期强化后也有强劲股价表现；此外，前期市场高关注度的机器人板块在近期密集催化下已创新高。中信建投认为，当前半年报季在市场宽流动性状况下，汽车板块不缺结构性行情，需重视半年报预期上修及估值修复行情，低估值的绩优价值及强产业趋势的科创成长优质个股具备alpha。,"http://finance.eastmoney.com/news/1353,202508283498510094.html",positive (stars 4 and 5),0.8107593655586243
证券要闻,2025-08-28 08:04:02,中信建投：AI PCB有望持续拉动PCB设备的更新和升级需求,界面新闻,中信建投研报称，AIPCB有望持续拉动PCB设备的更新和升级需求。PCB行业呈现重回上行期、产品高端化、东南亚建厂等特点，产量的增加及工艺的变化有望持续拉动PCB设备的更新和升级需求。钻孔、曝光、电镀、检测为PCB生产中的核心环节，直接决定了电路板的互联密度、信号完整性和生产良率。,"http://finance.eastmoney.com/news/1353,202508283498510258.html",positive (stars 4 and 5),0.9392774701118469
证券要闻,2025-08-28 08:04:02,中信建投：市场小盘成长更具弹性,界面新闻,中信建投指出，2023年12月后，由于市场暂时处于信心不足的状态，资金紧平衡，小盘股补跌，市场风格重新转向大盘和价值。2024年1月份以来，AI、智能车等热点反复活跃，带动市场风格向小盘和成长转变。2024年5月后，受地缘政治与宏观经济等因素影响，市场情绪进一步回落，成交额维持低位，市场风格转向大盘价值，大盘价值风格抗跌。,"http://finance.eastmoney.com/news/1353,202508283498510177.html",positive (stars 4 and 5),0.7354562282562256
证券要闻,2025-08-28 08:03:02,工信部印发《关于优化业务准入促进卫星通信产业发展的指导意见》，针对低轨卫星通信应用适时开展商用试验——《投资早参》,每日经济新闻,（一）重要市场新闻1、美股三大指数均小幅收涨，道指涨0.32%，标普500指数涨0.24%，纳指涨0.21%；大型科技股多数上涨，英特尔涨超2%，苹果、谷歌、微软、亚马逊小幅上涨；特斯拉、奈飞、Meta小幅下跌。,"http://finance.eastmoney.com/news/1353,202508283497197049.html",positive (stars 4 and 5),0.9267358183860779
证券要闻,2025-08-28 08:02:43,中国医药上半年净利润2.94亿元；治疗不孕不育长效注射液获批,21世纪经济报道,政策动向国务院：将中国（江苏）自由贸易试验区打造成为具有世界影响力的生物医药产业集聚地据商务部网站8月27日消息，近日，国务院印发《关于的批复》。《方案》提出7方面18项重点任务，开展全链条集成创新。,"http://finance.eastmoney.com/news/1353,202508283497196419.html",positive (stars 4 and 5),0.6892738938331604
证券要闻,2025-08-28 07:59:32,四大证券报精华摘要：8月28日,新华财经,新华财经北京8月28日电四大证券报内容精华摘要如下：中国证券报·A股成交额再超3万亿元QFII二季度加大配置力度8月27日，A股市场冲高回落，主要指数多数下跌，上证指数、深证成指均跌逾1%。成交额放量至3.20万亿元，创历史第二高，为连续11个交易日超2万亿元。行业板块普遍下跌，整个A股市场超4700只股票下跌。,"http://finance.eastmoney.com/news/1353,202508283497200431.html",positive (stars 4 and 5),0.7560924887657166
证券要闻,2025-08-28 07:59:22,华泰证券：农业“反内卷”初见成效 建议关注农牧龙头,人民财讯,【华泰证券：农业“反内卷”初见成效 建议关注农牧龙头】华泰证券研报称，7月全国能繁母猪存栏环比转负、全国生猪出栏体重中枢持续下移，“反内卷”政策引导的生猪产能去化初见成效，华泰证券预计年内猪价或平稳运行、低成本公司仍有望实现较好盈利，中期猪价或值得观望；近期白鸡价格有所回暖，期待行业长期亏损可能带动的产能去化持续。,"http://finance.eastmoney.com/news/1353,202508283497194637.html",positive (stars 4 and 5),0.7523030042648315
证券要闻,2025-08-28 07:58:32,投资日历：周四资本市场大事提醒,财联社,【投资日历：周四资本市场大事提醒】①今日共有1只新股申购，为北交所的巴兰仕（920112）。②商务部将于8月28日召开8月第2次例行新闻发布会。③2025中国国际大数据产业博览会（简称“数博会”）将于8月28日至30日在贵阳举办等。,"http://finance.eastmoney.com/news/1353,202508283497194461.html",positive (stars 4 and 5),0.8365710973739624
证券要闻,2025-08-28 07:56:44,卫星通信利好政策发布 6股获社保基金重仓,人民财讯,【卫星通信利好政策发布 6股获社保基金重仓】工信部日前印发《关于优化业务准入促进卫星通信产业发展的指导意见》。近年来，我国持续出台卫星通信相关政策，逐渐放开市场准入，推动行业发展。此外，近期卫星通信技术层面上利好消息不断。,"http://finance.eastmoney.com/news/1353,202508283497194116.html",positive (stars 4 and 5),0.6478436589241028
证券要闻,2025-08-28 07:56:41,中信建投：汽车板块不缺结构性行情 需重视半年报预期上修及估值修复行情,人民财讯,人民财讯8月28日电，中信建投研报称，汽车行业开始进入半年报业绩密集披露期，前期预期相对低位的绩优汽零迎来估值上修行情，乘用车销量及盈利改善预期强化后也有强劲股价表现；此外，前期市场高关注度的机器人板块在近期密集催化下已创新高。,"http://finance.eastmoney.com/news/1353,202508283497195247.html",positive (stars 4 and 5),0.8816007971763611
证券要闻,2025-08-28 07:56:38,中信建投：AI PCB有望持续拉动PCB设备的更新和升级需求,每日经济新闻,每经AI快讯，8月28日，中信建投研报称，AIPCB有望持续拉动PCB设备的更新和升级需求。PCB行业呈现重回上行期、产品高端化、东南亚建厂等特点，产量的增加及工艺的变化有望持续拉动PCB设备的更新和升级需求。钻孔、曝光、电镀、检测为PCB生产中的核心环节，直接决定了电路板的互联密度、信号完整性和生产良率。,"http://finance.eastmoney.com/news/1353,202508283497195189.html",positive (stars 4 and 5),0.9265374541282654
证券要闻,2025-08-28 07:56:04,新华财经早报：8月28日,新华财经,国家统计局：7月份规模以上工业生产保持稳定增长企业盈利水平持续恢复工业和信息化部：推动手机等终端设备直连卫星加快推广应用鼓励民营企业依法依规利用卫星资源上海：加快推进城中村改造工作支持银行业金融机构提供贷款探索发行企业债灵活就业和新就业形态劳动者权益保障座谈会27日在京召开，全国人大常委会副委员长王东明出席并讲话。,"http://finance.eastmoney.com/news/1353,202508283497194560.html",positive (stars 4 and 5),0.5999357104301453
证券要闻,2025-08-28 07:56:04,华泰证券：Meta新品即将亮相 看好AI+AR眼镜产业链,人民财讯,【华泰证券：Meta新品即将亮相 看好AI+AR眼镜产业链】华泰证券研报指出，今年Meta Connect大会将于9月17日—18日拉开帷幕。据Meta CTO透露，会上Meta有望发布带显示智能眼镜Celeste、第三代RayBan-Meta眼镜以及运动款Oakley眼镜，并可能展示全新的“元宇宙软件”，从硬件、交互、软件层面重新定义AI眼镜。华泰证券持续看好在AI模型能力提升的背景下，眼镜这一产品形态作为Always-on交互入口所具备的长期潜力；同时建议关注近期头部企业新品发布对产业链带来的短期催化。,"http://finance.eastmoney.com/news/1353,202508283497191713.html",positive (stars 4 and 5),0.8951424360275269
证券要闻,2025-08-28 07:55:28,数据中心销售额不及预期，英伟达盘后跌超3%；OpenAI重组因与微软的谈判而推迟丨全球科技早参,每日经济新闻,NO.1数据中心销售额不及预期，英伟达盘后跌超3%当地时间8月27日，英伟达在盘后公布了第二季度收益报告，其营收和净利润均超出预期，但其数据中心收入略低于分析师预期，这给盘后交易中的股价造成了压力。受此消息影响，英伟达股价盘后下跌3.08%。点评：英伟达最新财报显示，其第二季度营收与净利润均超预期，但数据中心收入略低于分析师预估，引发市场对其AI增长动能的担忧。,"http://finance.eastmoney.com/news/1354,202508283497193922.html",positive (stars 4 and 5),0.641579270362854
证券要闻,2025-08-28 07:53:13,聚焦出行上市公司中报：曹操出行递交上市后首份“成绩单” 企业竞相加大押注Robotaxi力度,科创板日报,《科创板日报》8月28日讯（记者李煜实习记者戴嘉怡）近日，多家出行上市公司纷纷披露中期业绩公告。其中，于今年6月在港交所主板挂牌上市的曹操出行，递交了上市后的首份“成绩单”。从目前已披露的国内出行上市公司2025年中期业绩来看，多数企业释放出业绩向好的信号。,"http://finance.eastmoney.com/news/1353,202508283497174123.html",positive (stars 4 and 5),0.7979825735092163
证券要闻,2025-08-28 07:51:19,中信建投：AI PCB有望持续拉动PCB设备的更新和升级需求,人民财讯,【中信建投：AI PCB有望持续拉动PCB设备的更新和升级需求】中信建投研报称，AI PCB有望持续拉动PCB设备的更新和升级需求。PCB行业呈现重回上行期、产品高端化、东南亚建厂等特点，产量的增加及工艺的变化有望持续拉动PCB设备的更新和升级需求。钻孔、曝光、电镀、检测为PCB生产中的核心环节，直接决定了电路板的互联密度、信号完整性和生产良率。,"http://finance.eastmoney.com/news/1353,202508283497159013.html",positive (stars 4 and 5),0.9147458076477051
证券要闻,2025-08-28 07:50:37,早新闻｜商务部最新发声,数据宝,宏观热点工业和信息化部：促进卫星通信、5G/6G、人工智能等新一代信息通信技术深度互融据工业和信息化部8月27日消息，工业和信息化部近日印发《关于优化业务准入促进卫星通信产业发展的指导意见》（下称《指导意见》）。《指导意见》提出，加快关键核心技术攻关。,"http://finance.eastmoney.com/news/1353,202508283497192285.html",positive (stars 4 and 5),0.6889044642448425
证券要闻,2025-08-28 07:50:15,卫星通信产业重磅政策发布；英伟达2026财年Q2营收467亿美元｜早新闻,21世纪经济报道,今日关注1、中国人民抗日战争暨世界反法西斯战争胜利80周年纪念活动新闻中心发布通知，将举办3场记者招待会、3场记者见面会。今天（28日）上午10时，将举办第一场记者招待会，介绍活动有关筹备进展。2、今天（28日）10时，全运会首批门票开售。宏观经济1、2025年服贸会将于9月10日至14日举办，目前各项筹备工作已基本就绪。,"http://finance.eastmoney.com/news/1354,202508283497193139.html",positive (stars 4 and 5),0.6932052969932556
证券要闻,2025-08-28 07:50:14,603303，重大资产重组！这个赛道大利好，6股获社保基金重仓,数据宝,得邦照明拟收购嘉利股份不少于51%股份。8月27日晚间，得邦照明（603303）发布公告，公司拟以现金方式通过受让股份及增资的方式，取得嘉利股份不少于51%股份并取得目标公司的控制权。具体交易方式、交易对方、收购比例待进一步论证和协商。本次交易完成后，目标公司将成为公司控股子公司。,"http://finance.eastmoney.com/news/1354,202508283497182874.html",positive (stars 4 and 5),0.6724308133125305
证券要闻,2025-08-28 07:50:00,A股股票回购一览：今日27家公司披露回购进展,每日经济新闻,每经AI快讯，Wind数据显示，8月28日，27家公司共发布28个股票回购相关进展。其中，18家公司首次披露股票回购预案，1家公司回购方案获股东大会通过，2家公司披露股票回购实施进展，6家公司回购方案已实施完毕。从首次披露回购预案来看，北京科锐、海目星、海科新源回购预案金额最高，分别拟回购不超1.0亿元、3600.0万元、2200.0万元。,"http://finance.eastmoney.com/news/1353,202508283497175364.html",positive (stars 4 and 5),0.789547860622406
证券要闻,2025-08-28 07:49:40,A股限售股解禁一览：327.2亿元市值限售股今日解禁,每日经济新闻,每经AI快讯，Wind数据显示，周四（8月28日），共有8家公司限售股解禁，合计解禁量为4.15亿股，按最新收盘价计算，合计解禁市值为327.2亿元。从解禁量来看，3家公司解禁股数超千万股。大族数控、佳力奇、宏英智能解禁量居前，解禁股数分别为3.59亿股、3216.72万股、2224.11万股。从解禁市值来看，3家公司解禁股数超亿元。,"http://finance.eastmoney.com/news/1353,202508283497165135.html",positive (stars 4 and 5),0.7687204480171204
证券要闻,2025-08-28 07:46:59,百亿茶饮料巨头分化：农夫山泉增长 康师傅下滑丨消费参考,21世纪经济报道,【百亿茶饮料巨头分化：农夫山泉增长 康师傅下滑】8月26日，农夫山泉发布2025年中期业绩。财报显示，在上半年，农夫山泉营收同比增长15.6%至256.22亿元；净利润同比增长22.1%至76.22亿元。如此态势意味着，即饮茶团队保持住了其在农夫山泉内部第一大品类的地位。但要看到，在茶饮料市场维持百亿级规模似乎是不容易的。,"http://finance.eastmoney.com/news/1353,202508283497158682.html",positive (stars 4 and 5),0.8790784478187561
证券要闻,2025-08-28 07:45:09,盘前必读丨卫星通信产业迎政策利好；华西证券净利润大增1195%,第一财经,【财经日历】今日10时将举办九三阅兵首场记者招待会；欧洲央行公布7月货币政策会议纪要；2025百度云智大会。周三美股全线上涨，标普500指数再创历史新高，市场等待英伟达业绩出炉。截至收盘，道指涨147.16点，涨幅0.32%，报455565.23点，纳指涨0.21%，报21590.14点，标普500指数涨0.24%，报6481.40点。,"http://finance.eastmoney.com/news/1353,202508283497151790.html",positive (stars 4 and 5),0.8149048686027527
证券要闻,2025-08-28 07:44:58,【早知道】美股三大指数集体收涨；工信部：推动手机等终端设备直连卫星加快推广应用,证券时报·e公司,隔夜外盘当地时间8月27日，美股三大指数集体收涨，道指涨0.32%，纳指涨0.21%，标普500指数涨0.24%。大型科技股多数上涨，英特尔涨超2%，微软涨近1%，苹果、谷歌、亚马逊小幅上涨；特斯拉、英伟达、Meta小幅下跌。纳斯达克中国金龙指数收跌2.58%，热门中概股普跌，理想汽车跌超8%，小鹏汽车跌近7%，蔚来跌超5%，京东跌超3%。,"http://finance.eastmoney.com/news/1353,202508283497134391.html",positive (stars 4 and 5),0.7598409652709961
证券要闻,2025-08-28 07:39:23,警惕牛市“李鬼”！AI炮制“股神”非法荐股 股民钱袋子遭惦记,21世纪经济报道,【警惕牛市“李鬼”！AI炮制“股神”非法荐股 股民钱袋子遭惦记】记者观察到，近期在各大社交平台上，AI生成“股神”视频十分泛滥，诸如“徐翔总舵主王者归来”“徐翔林园强强联合”等仿冒知名股市大佬的AI视频层出不穷，不法分子以“股神”入驻、上车抄作业、免费交流学习等噱头引流，开展非法荐股等违法证券活动，对上当受骗的投资者进行“收割”。,"http://finance.eastmoney.com/news/1353,202508273496932394.html",positive (stars 4 and 5),0.6384682655334473
证券要闻,2025-08-28 07:38:37,经济日报：A股成交额提高来自信心,经济日报,【经济日报：A股成交额提高来自信心】近段时间，A股市场交投活跃，尤其是8月25日，沪深两市成交额达3.14万亿元，刷新年内纪录，居A股历史上第二高位。溯来源，高达数万亿元的成交额，是多股活水汇聚而成，机构投资者、个人投资者、国际资本等多方力量联成合力，用真金白银表达对我国宏观经济回稳向好的信心、对资本市场深化改革的认可和期望。,"http://finance.eastmoney.com/news/1353,202508283497015364.html",positive (stars 4 and 5),0.8651862740516663
证券要闻,2025-08-28 07:33:23,多家金融机构发布2025年中期业绩报告；人民币对美元汇率走强 | 金融早参,每日经济新闻,NO.1多家金融机构发布2025年中期业绩报告8月27日晚间，多家金融机构发布2025年半年度报告。其中，中国人寿上半年实现归母净利润409.31亿元，同比增长6.9%；中信银行上半年实现归母净利润364.78亿元同比增长2.78%；中国人保上半年实现归属于母公司股东净利润265.3亿元，同比增长16.9%。,"http://finance.eastmoney.com/news/1353,202508283497051862.html","negative (stars 1, 2 and 3)",0.502395510673523
证券要闻,2025-08-28 07:27:24,界面早报 | 多地优化楼市限制性措施；美团年内将落地超时免罚以及防疲劳举措,界面新闻,商务部、江苏省：力争到2030年，江苏自贸试验区生物医药产业规模快速增长商务部、江苏省人民政府印发《中国（江苏）自由贸易试验区生物医药全产业链开放创新发展方案》。,"http://finance.eastmoney.com/news/1354,202508283497025591.html",positive (stars 4 and 5),0.7951255440711975
证券要闻,2025-08-28 07:27:18,国际金融市场早知道：8月28日,新华财经,【资讯导读】·中国贸促会：6月全球经贸摩擦指数为92处于中高位·特朗普政府正研究加强对美联储12家地区银行的影响·美财长：美联储主席人选预计在秋季确定·欧盟或将提议削减对美关税以缓解紧张关系【市场资讯】·中国贸促会公布数据显示，2025年6月全球经贸摩擦指数为92，处于中高位。,"http://finance.eastmoney.com/news/1353,202508283497025716.html",positive (stars 4 and 5),0.8820282220840454
证券要闻,2025-08-28 07:25:46,慢牛行情远未结束 A股“股王”一度易主 | 权益市场日报,东方财富Choice数据,国内首份汇集注册分析师观点的复盘日报。昨日A股三大指数延续强势表现，沪指跌1.76%，深证成指跌1.43%，创业板指跌0.69%。沪深两市成交额史上第三次超过三万亿，今日达到3.1万亿，较昨日大幅放量逾4000亿。行业板块几乎全线下跌，美容护理、房地产、医药生物跌幅居前；通信设备、小金属、半导体逆市上涨。,"http://finance.eastmoney.com/news/1354,202508283497029223.html",positive (stars 4 and 5),0.7835373282432556
证券要闻,2025-08-28 07:25:45,【早报】英伟达最新业绩公布；工信部发文 卫星通信产业迎利好,财联社,宏观新闻1、特朗普称，希望中国参与削减核武库。外交部发言人郭嘉昆对此指出，中美核力量根本不在一个量级，两国核政策战略、安全环境也完全不同，要求中方加入中美俄三边核裁军谈判，既不合理也不现实。2、8月27日，在商务部举行的上海合作组织经贸合作专题吹风会上，相关负责人介绍，中国与上合组织成员国贸易规模创历史新高。,"http://finance.eastmoney.com/news/1354,202508283497025621.html",positive (stars 4 and 5),0.7759547829627991
证券要闻,2025-08-28 07:25:10,【数读IPO】比亚迪、理想“小伙伴”今日上市,财联社,【数读IPO】比亚迪、理想“小伙伴”今日上市,"http://finance.eastmoney.com/news/1354,202508283497025216.html",positive (stars 4 and 5),0.9287012219429016
证券要闻,2025-08-28 07:20:16,蜜雪集团全球门店数超5.3万家；Tims天好中国第二季度实现营收3.49亿元｜消费早参,每日经济新闻,丨2025年8月28日星期四丨NO.1蜜雪集团全球门店数超5.3万家蜜雪集团公布2025年中期业绩。上半年蜜雪集团收入为148.7亿元，同比增长39.3%，毛利为47.1亿元，同比增长38.3%，净利润为27.2亿元，同比增长44.1%。核心财务指标均实现双位数增长。截至2025年6月30日，蜜雪集团全球门店数增至53014家，较去年同期新增9796家门店，门店规模再创新高。,"http://finance.eastmoney.com/news/1354,202508283497024252.html",positive (stars 4 and 5),0.8513891696929932
证券要闻,2025-08-28 07:19:35,拟10派13.1元！A股又现大手笔分红；多家公司，上半年净利大增,中国证券报,重要新闻提示国家统计局：7月高技术制造业利润由6月份下降0.9%转为增长18.9%工信部：研究设立新型卫星通信业务，进一步扩大向民营企业开放8月27日晚间，多家A股公司发布2025年半年报、中期分红方案。,"http://finance.eastmoney.com/news/1354,202508283497024064.html",positive (stars 4 and 5),0.7506258487701416
证券要闻,2025-08-28 07:19:29,财报公布，英伟达盘后大跌,中国证券报,当地时间8月27日，美股三大指数均小幅上涨，英伟达在公布财报后，盘后一度大跌逾5%。大宗商品方面，现货黄金价格小幅上涨，国际原油价格上涨。英伟达盘后大跌当地时间8月27日，美股三大指数震荡上涨，截至收盘，道琼斯工业指数、纳斯达克指数、标普500指数分别上涨0.32%、0.21%、0.24%。,"http://finance.eastmoney.com/news/1354,202508283497023895.html",positive (stars 4 and 5),0.6172357797622681
证券要闻,2025-08-28 07:18:42,秋季策略会开幕 广发证券：后市布局看好四大方向,中国证券报,【秋季策略会开幕 广发证券：后市布局看好四大方向】郭磊认为，近期市场呈现出较为明显的“高成长叙事”特征，即具备高成长性的产业或行业表现更为突出；刘晨明认为，景气成长类资产仍是市场主线，后市配置看好非银金融、A股地产链及港股地产板块、海外算力链和创新药以及国产算力、国内AI基建、AI端侧应用四大方向。,"http://finance.eastmoney.com/news/1353,202508283497012788.html",positive (stars 4 and 5),0.8734645843505859
证券要闻,2025-08-28 07:18:04,低轨卫星通信应用将适时开展商用试验；信捷电气拟投资8亿元建设机器人相关项目｜数智早参,每日经济新闻,NO.1工信部：针对低轨卫星通信应用适时开展商用试验8月27日，工业和信息化部在官网发布了《关于优化业务准入促进卫星通信产业发展的指导意见》。其中提出，加快卫星互联网系统建设和应用服务，推动卫星互联网实现高质量发展，针对低轨卫星通信应用适时开展商用试验，带动产业链上下游协同创新，实现全球范围内宽带网络覆盖，为各类用户提供高速卫星互联网服务，持续拓展多样化应用场景。,"http://finance.eastmoney.com/news/1354,202508283497023535.html","negative (stars 1, 2 and 3)",0.9838536977767944
证券要闻,2025-08-28 07:18:04,快手游戏《三国望神州》开启新一轮测试；英雄游戏《二重螺旋》开启App Store预订｜游戏早参,每日经济新闻,NO.1《王者荣耀》回应匹配机制相关问题近日，《王者荣耀》在官方微博对游戏匹配机制问题作出解答。有玩家询问匹配机制优化计划。游戏官方回应称一直都有优化计划，并表示关于匹配机制的迭代方向，接下来将通过更频繁的沟通，一方面告知思路和进展，一方面开创共创活动。对于“连胜后会被系统安排连败”《王者荣耀》再次表示，历史胜负分布、胜率和其他类似团队之光等外显荣誉从未在匹配考量的范畴内。,"http://finance.eastmoney.com/news/1354,202508283497023423.html",positive (stars 4 and 5),0.5301001667976379
证券要闻,2025-08-28 00:16:32,比亚迪、吉利年中销量首超本田、日产 全球前10大车企格局再生变,第一财经,【比亚迪、吉利年中销量首超本田、日产 全球前10大车企格局再生变】据各车企发布的终端销量数据（下同），今年上半年，全球汽车销量前10名中，除了丰田、大众汽车以超400万辆销量稳坐冠亚军位置，其余8家车企排名均有调整。其中，比亚迪、吉利两家中国车企排名上升，年中首次超过本田、日产两大日系巨头，跻身全球前10大车企。与之形成鲜明对比的，本田、铃木、日产三家日系车企排名直线下降，尤其日产销量同比降幅6%，跌出全球前10大车企行列。,"http://finance.eastmoney.com/news/1354,202508273496874239.html",positive (stars 4 and 5),0.7293723821640015
证券要闻,2025-08-28 07:14:04,苹果新品发布在即 7月以来机构调研家数居前的苹果概念股出炉,人民财讯,【苹果新品发布在即 7月以来机构调研家数居前的苹果概念股出炉】当地时间8月26日，苹果公司公布媒体邀请函，宣布美东时间9月9日下午1点（北京时间9月10日凌晨1点），在加州库比蒂诺的苹果园区举行发布会，主题为：Awedropping（中文主题为：前方超燃）。根据此前爆料，本次发布会上苹果将推出iPhone17系列，预计包括标准版、Pro版、ProMax版，以及Air版共四款机型。,"http://finance.eastmoney.com/news/1354,202508283497023257.html",positive (stars 4 and 5),0.9038435220718384
证券要闻,2025-08-28 07:14:04,8月以来融资资金大幅净买入的低估值绩优股一览,人民财讯,【8月以来融资资金大幅净买入的低估值绩优股一览】8月以来，A股市场交易热情升温，交投活跃度大幅提高，两融余额也不断走高。个股方面，8月以来融资净买入超1亿元的股票接近600只，净买入金额前五的寒武纪-U、胜宏科技、中芯国际、海光信息、新易盛，均与AI赛道密切相关。,"http://finance.eastmoney.com/news/1354,202508283497023110.html",positive (stars 4 and 5),0.8928343057632446
证券要闻,2025-08-28 07:11:07,港股早报 | 工信部推动手机直连卫星技术加速落地 国泰君安国际上半年净利同比增近2倍,财联社,热点聚焦1.工信部印发《关于优化业务准入促进卫星通信产业发展的指导意见》，支持电信运营商通过与卫星企业共建、共享等模式，深入挖掘天通、北斗等高轨卫星应用潜力，推动手机等终端设备直连卫星加快推广应用，为广大地面移动通信用户提供基于卫星的话音、短消息业务。鼓励电信运营商依托低轨卫星互联网，在话音、短消息业务基础上拓展高速数据服务，促进信息基础设施天地融合发展。,"http://finance.eastmoney.com/news/1354,202508283497022422.html",positive (stars 4 and 5),0.5691995620727539
证券要闻,2025-08-28 07:07:15,新消费日报 | 美团将于年底全面取消超时扣款；美团、蜜雪冰城等发布最新财报……,科创板日报,新消费日报8月28日讯，今日新消费日报的主要内容有：余承东曝光华为新款三折叠真机；1至7月我国完成跨区域人员流动量近400亿人次；智能灯、学习桌椅、学习机等首次纳入国家补贴。行业要闻美团将于年底全面取消超时扣款美团骑手体验运营负责人日前在内部表示，美团将在2025年年底前全面取消“超时罚款”。,"http://finance.eastmoney.com/news/1354,202508283497022114.html",positive (stars 4 and 5),0.8720846176147461
证券要闻,2025-08-28 07:03:56,小米高管回应YU7付尾款争议；阿维塔公布整车低功耗专利丨汽车早参,每日经济新闻,NO.1奇瑞港股IPO及境内未上市股份“全流通”获证监会备案8月27日，中国证监会国际合作司发布关于奇瑞汽车股份有限公司境外发行上市及境内未上市股份“全流通”备案通知书，公司拟发行不超过698922800股境外上市普通股并在香港联合交易所上市。公司18名股东拟将所持合计2015999074股境内未上市股份转为境外上市股份，并在香港联合交易所上市流通。,"http://finance.eastmoney.com/news/1354,202508283497021596.html","negative (stars 1, 2 and 3)",0.6366040110588074
证券要闻,2025-08-28 07:03:43,滨海能源签订超9亿元施工总承包合同；永太科技上半年净利润增超五成｜新能源早参,每日经济新闻,丨2025年8月28日星期四丨NO.1滨海能源签订9.10亿元施工总承包合同8月27日，滨海能源公告称，全资子公司内蒙古翔福新能源有限责任公司与河北省安装工程有限公司签订了“二期5万吨/年锂电负极材料前端项目及8.2万吨/年锂电负极材料石墨化项目”的工程总承包合同，合同总价暂估9.10亿元（含税）。,"http://finance.eastmoney.com/news/1354,202508283497021490.html",positive (stars 4 and 5),0.7379620671272278
证券要闻,2025-08-28 07:03:42,美团二季度核心本地商业收入653亿元；飞书升级企业出海解决方案｜未来商业早参,每日经济新闻,｜2025年8月28日星期四｜NO.1美团二季度核心本地商业收入653亿元8月27日，美团发布2025年第二季度业绩报告。数据显示，美团二季度营收918.4亿元，同比增长11.7%；调整后净利润14.9亿元，同比下降89%。美团核心本地商业分部二季度收入为653亿元，同比增长7.7%。,"http://finance.eastmoney.com/news/1354,202508283497021363.html",positive (stars 4 and 5),0.8576026558876038
